Geneid	Length
ninaE	293
CG4733	201
CG4538	1329
Surf6	98
RhoGAP92B	1191
Xport-B	166
Xport-A	483
CG4465	125
CG4770	70
CG4462	177
CG4459	117
Hs6st	1123
mira	388
CG4783	110
CG31213	560
MED25	64
CG17190	107
CG4836	1304
PIG-L	720
psidin	315
CG4424	143
CG4854	166
trem	109
CG4936	144
CG10889	418
CG17193	3172
CG33934	295
Indy-2	2281
CG4390	96
mdlc	242
Rh3	218
CG31206	182
CG10887	59
Gr92a	3
CG5023	202
Nlg4	1541
CG17199	138
cic	3318
CG4367	250
CG4362	100
CG42668	750
CG4360	1947
Sirt2	1003
Ir92a	3
MtnC	101
Gfrl	3745
CG4335	58
eIF3g2	98
Dic2	92
MtnB	239
Or92a	3
MFS9	185
MtnE	411
MtnD	87
Stat92E	1889
DPCoAC	527
att-ORFB	626
CG5180	176
CG15922	78
CG5191	540
CG10877	161
TFAM	253
CG5412	97
EloB	459
Srp14	83
CG34008	57
CG16953	733
Sep2	220
Srp72	85
PUS1	65
bon	1707
CG15923	1361
CG5466	917
H	2130
Pi3K92E	778
Lrrk	148
GluRIIE	636
GluRIID	212
Nep4	309
Cpr92F	555
CG4000	141
Oamb	1703
CG31205	168
Cdk2	1283
CG17267	44
CG42322	2121
CG31199	30
CG31200	48
Prosalpha4T1	88
Syp	5413
CG31195	1358
Takl1	111
Fancd2	56
CG17270	636
CG17271	721
RpS20	114
CG17272	79
AdSS	476
CG31223	27
Synd	724
CG15695	355
CG15696	101
RpS30	79
Ir93a	138
CG3822	829
TotA	151
TotC	99
TotB	72
TotZ	102
Ktl	2001
Grik	1014
TotX	146
CG31191	2571
hdly	1081
Atpalpha	2991
Calx	4829
CG43446	259
CG10827	92
CG5697	364
Rlip	549
CG17278	229
Dhc93AB	442
CG12278	126
CG31189	26
CG31207	17
CG7079	369
CG17279	237
Mvl	1453
Cortactin	549
AnxB9	745
r-l	459
dmrt93B	3
HHEX	55
RhoGAP93B	806
CG7044	103
CG5745	100
Sec15	422
rtet	130
Rab11	765
ppan	47
Bdbt	70
slmb	1471
CG5793	711
Obp93a	3
Ice2	225
CG7009	22
Usp8	367
meigo	329
SNF4Agamma	1745
cDIP	155
CG5810	88
Snmp1	550
CG5862	82
Smyd5	94
Oga	207
CG3337	2156
Nelf-A	729
e	206
CG5892	92
ETHR	976
Rab1	922
AP-2sigma	203
CG5919	369
CG3308	880
CG3301	505
SIFaR	2462
CG17298	132
CG16791	2757
mod(mdg4)	4605
pre-mod(mdg4)-B	1520
pre-mod(mdg4)-H	499
pre-mod(mdg4)-G	82
pre-mod(mdg4)-L	2332
pre-mod(mdg4)-I	755
pre-mod(mdg4)-J	1355
pre-mod(mdg4)-K	2703
pre-mod(mdg4)-P	1751
pre-mod(mdg4)-Z	304
pre-mod(mdg4)-T	987
pre-mod(mdg4)-E	315
pre-mod(mdg4)-C	1562
pre-mod(mdg4)-AB	1097
pre-mod(mdg4)-W	2032
pre-mod(mdg4)-AD	378
pre-mod(mdg4)-Y	1983
pre-mod(mdg4)-AE	860
pre-mod(mdg4)-X	2302
pre-mod(mdg4)-V	1376
pre-mod(mdg4)-U	537
pre-mod(mdg4)-O	722
pre-mod(mdg4)-N	1630
pre-mod(mdg4)-AA	53
tin	146
bap	168
CG6475	88
CG7907	176
CheB93a	144
CheB93b	67
lbl	1283
lbe	396
Fancm	193
C15	567
CG7956	2907
slou	369
CG15498	175
InR	3146
E2f1	1268
Archease	646
CG15497	153
DNApol-alpha180	55
CG31176	811
Sfp93F	141
CG42869	60
CG42870	78
CG34034	221
CG5849	1653
CG31343	82
CG31233	66
CG31198	109
CG42335	3
Burs	88
GABA-B-R2	199
CG6800	3
RpI12	89
tsl	241
CASK	3286
Gr93a	3
Gr93b	3
Gr93c	3
Gr93d	3
glec	1019
lsn	69
CG6569	433
Cby	125
CG31174	112
CG31431	122
CG31178	113
CG6656	160
CG34148	80
P5CDh2	68
CG31465	889
fit	145
CG17819	73
dnd	86
CG6678	1246
CG43844	260
CG6690	90
CG17843	102
Eip93F	8038
CG6332	126
Idh3b	600
Mitofilin	358
mRpL35	136
CG6028	110
Cchl	163
ND-42	85
CG13409	269
CG6015	79
CG45099	1810
pit	645
Fadd	338
how	3458
CG13408	338
CG5778	232
CG5791	879
CG13407	3
Ir94a	3
Ir94b	3
Ir94c	3
CG42390	280
SKIP	2231
Gld2	722
CG7084	762
CG34377	3283
CG7080	108
CG33721	3
CG13862	65
CG5391	101
CG5388	764
CG5386	57
rdhB	142
Sar1	761
PSR	290
Muted	990
CG7071	76
CG5382	98
CG5380	138
PyK	268
CG7069	111
CG18596	145
CG34149	118
CG43342	119
CG43343	124
CG5379	118
CG7059	269
CG13857	304
CG13856	46
CG13855	123
CG13850	107
lqfR	971
Nop56	146
mats	631
pinta	283
CG13847	323
CG12499	152
CG34288	212
CG34376	442
Rpn7	94
AP-2mu	566
CG7054	66
Pebp1	61
CG5377	244
Nrx-1	3688
Pfdn5	135
CG5376	52
CCT1	201
tHMG1	77
tHMG2	85
Octbeta1R	3830
CG5346	233
CG33099	135
CG33093	50
CG5326	544
AdipoR	733
bond	374
sit	669
CG33110	679
CSN6	58
Dph5	180
CG33107	120
CG6937	149
btn	3
Efa6	2827
CG31156	193
CG13843	44
mRRF2	703
CG31161	109
mRpL45	107
loco	328
wake	2251
Gclm	490
CG17625	78
wfs1	28
Nup133	49
cd	61
Cyp6d4	250
CCAP	179
CG6972	129
CG13842	100
CG4907	123
wge	836
Irp-1A	113
CG4813	192
CG45049	2258
Takl2	59
Dcr-1	105
CG6985	87
vret	198
HP1c	178
CG17141	57
CG31139	56
rumi	228
Usp12-46	149
CG7029	1354
CG4725	39
CG4723	164
CG4721	85
CG13841	441
CG43091	124
CG43092	65
CG43093	110
CG43094	25
CG43095	116
CG7031	1107
CG13840	157
CG4704	102
klg	1633
CG6660	177
Tpl94D	896
Gbp3	380
Nha2	135
Or94a	3
Or94b	3
CG34375	316
CG6688	404
lmd	337
CG13833	57
CG13838	64
CG13837	3
CG17121	156
p53	311
Gr94a	3
CG17119	116
sav	290
Ublcp1	75
CG17111	65
Cow	2109
CG17110	390
CG6726	1693
CG17109	130
CG6733	57
CG6738	47
Rassf	662
CenB1A	591
CG31365	338
CG31457	130
hh	572
unk	4290
VhaAC39-2	106
CG13829	157
Irk1	686
CG46310	2858
cnc	1867
fzo	164
CG4467	2728
Rad60	152
EloA	626
wda	427
CG13827	177
orb	5246
Cdc16	371
CG6763	140
CG17083	150
bb8	99
pnt	1137
DNApol-epsilon255	78
ATPsynCF6	184
Sec13	353
RpS3	352
CG4408	249
CG42827	67
CG42828	204
CG4393	1664
CG31515	55
CG17380	666
Ir94d	3
Ir94e	3
CG4374	1477
CG43694	156
Ir94f	3
Ir94g	3
Ir94h	3
CG34289	76
Irk2	591
CG10177	65
CG10175	814
CG10170	103
CG16732	176
CG10168	49
CG10164	527
beat-IV	1274
CG10182	90
CG33337	3
CG16723	3
CG10183	3
CG10184	95
CG31145	1396
GILT3	73
GILT2	18
eIF3d1	180
CG16710	99
CG18754	664
SPE	36
CG10254	525
CG10252	63
prt	224
CG31468	574
Gba1a	60
CG31413	70
Gba1b	604
CG10301	82
CG10300	520
nau	135
CG10232	136
CG10365	272
Rpn9	216
Hmgcr	496
RanBP3	308
Rpt5	205
Hrd3	186
PTPMT1	123
SdhD	242
CG10217	247
Lsd-1	142
CG10214	247
CG10375	156
tst	644
CG10208	141
Nup98-96	492
mbc	866
CG33111	698
CG34355	2207
eIF4G2	2012
Pli	1220
TfIIA-S	194
tbrd-1	117
sba	1885
CG31141	124
Ndc1	99
CG13601	260
CG43999	639
CG43998	59
CG31142	99
Rpt2	76
CG13599	70
RpS19b	132
CG5854	334
Gdh	419
CG12268	64
GluProRS	157
AP-1sigma	1341
CG31140	1765
CG13603	263
CG5902	582
CG13604	669
Rab7	705
CG33108	161
LSm3	78
KrT95D	1103
Ime4	107
Miro	535
spas	1361
Rox8	911
CG5986	83
Atg6	82
CG5991	205
CG6000	136
Hsp68	120
SMC1	96
eIF4EHP	4971
Syx1A	1971
CG10694	40
CG18428	417
CG13605	100
Root	493
CG13607	396
GatB	166
Tsc1	328
Sec10	167
Npc2f	44
Kal1	121
Slimp	74
p38c	95
p38a	189
CG6178	112
Myo95E	3651
CG6182	392
mRpS24	45
Apc2	630
CG5510	266
CG13606	855
CHORD	58
CG5515	82
jnj	101
CG6204	32
twin	1546
CG17786	2077
cav	108
Spps	307
CG13609	323
Spase22-23	1079
Acp95EF	70
mask	2237
beta-PheRS	67
jar	520
Orct2	598
Orct	204
CG13611	58
CG6356	403
CG34290	58
CG6364	1626
CG5715	64
crb	665
Nab2	315
BRWD3	433
CG5728	237
Dis3	582
CG6432	581
Ms	634
CG5746	2819
CG6454	466
Golgin84	204
CG18528	119
CG5762	189
CG33339	79
CG33340	329
CG17784	3
CG13613	3
CG42811	3
CG42812	3
CG33341	28
CG13614	3
CG17782	21
CG17781	38
CG33342	3
CG17780	430
CG5768	25
CG13615	146
CG13616	529
nAChRalpha1	7846
CG31128	318
nAChRalpha2	138
nAChRbeta2	2970
CG13617	94
Pp1alpha-96A	1840
CG13622	115
CG13618	86
CG6607	166
CG13623	51
ana1	213
CG5789	718
Esyt2	227
REPTOR	3079
CG13625	73
mld	730
Syx18	168
atl	1010
Wsck	313
CG43222	135
puf	1287
ash2	177
CG31125	26
CG6695	860
CG31126	99
Ppox	104
slo	4188
CG46316	2335
CG13627	125
Rpb10	97
CG13630	96
tok	648
tld	93
asp	284
AstA	731
CG13631	1163
CG42331	85
CG5805	847
Ets96B	719
CG13634	105
Ude	497
polybromo	70
lili	863
CG6980	112
CG34150	69
CG5808	29
Saf-B	3369
niki	3
RabX4	327
CG31357	394
CG43273	124
sosie	788
CG33658	3
Esp	182
CG7006	80
Nct	782
HDAC11	610
CG10899	77
ppk22	77
CG13639	214
CG13640	77
CG7016	150
CG13641	90
Elal	1128
CycB3	870
CG3744	753
CG11089	368
CG31381	45
CG31121	139
CG11069	84
CG13643	451
CG10845	437
PIG-S	55
sud1	117
CG11168	2064
Mink	150
Trf4-2	294
CG11771	540
Osbp	533
ssh	1095
Nmnat	423
mah	3
tnc	1511
beta4GalT7	19
CG11781	65
Hr96	356
Smg6	353
CG6422	709
CG31115	68
bai	113
5PtaseI	1060
CG11786	52
CG11790	207
CG11791	442
CG31109	230
CG31111	65
stac	82
veli	232
PQBP1	88
Stt3B	298
CG11839	36
CG11836	117
shams	164
CG11920	58
fd96Ca	211
fd96Cb	169
CG33096	2714
CG33095	403
CG45095	13
CG34027	3
CG13650	147
CG31108	344
CG31510	362
vig2	266
Mocs2	23
CG42503	1137
Clbn	113
Bili	1056
danr	414
lobo	46
dan	834
CG13653	199
Cad96Ca	411
CG13654	609
CG13663	221
CG31106	69
CG31103	74
CG11851	381
Cad96Cb	230
CG10420	412
CG11852	196
to	496
CG11854	251
bam	487
RpS27	401
Nup37	55
Nup358	116
CG11857	726
CG10425	296
CG11858	34
GlnRS	74
RIOK2	74
CG11891	85
CG11889	1671
CG11878	74
CG10513	74
CG10514	81
CG11892	148
CG31300	137
CG31104	62
CG13658	57
CG11893	129
CG31098	129
CG31102	203
CG31097	213
CG31288	36
CG13659	30
CG31370	123
CG31436	65
CG10550	101
CG31099	110
CG31087	114
CG10559	178
CG10553	163
CG10560	80
CG10562	233
CHKov1	152
CHKov2	166
CG10669	415
CG11902	180
rha	125
tobi	98
Fur1	3558
ND-49L	108
alrm	195
CG31437	41
Muc96D	126
Vps33B	145
CG4553	129
MED28	77
XNP	391
CG5116	545
CG42488	1781
Dhap-at	989
CG5112	136
CG33494	537
CG5107	16
CG5111	74
msi	7679
CG4582	247
ymp	1065
Npl4	280
CG5079	142
CG5071	1769
Ssadh	130
jigr1	1830
Tnks	1444
RASSF8	988
Lgr3	187
CG4730	229
CG5039	292
CG4743	127
CG5028	1049
RpL27	475
CLS	152
LpR2	1552
LpR1	635
CG17197	1000
CG17198	101
CG17196	91
CG17195	57
CG4956	56
CG4960	372
CG31380	117
CG31093	134
BG642167	44
CG5024	76
CG17770	654
Acam	47
CG14354	68
Mst57Dc	136
Sfp96F	52
Mst57Db	65
Mst57Da	77
alpha4GT2	316
CG14545	281
CG5886	248
CG5890	3007
Tsp96F	2193
SppL	867
Lnk	849
CG5913	95
CG5948	83
MCO3	157
CG31091	186
CG31089	91
CG42235	613
CG14546	194
CCAP-R	863
CG14540	248
boss	153
fid	1442
Nf1	1374
CG43116	298
E(spl)mdelta-HLH	383
E(spl)mgamma-HLH	204
E(spl)mbeta-HLH	263
E(spl)malpha-BFM	192
Kaz-m1	1142
E(spl)m2-BFM	195
E(spl)m3-HLH	436
E(spl)m4-BFM	217
E(spl)m5-HLH	265
E(spl)m6-BFM	854
E(spl)m7-HLH	299
E(spl)m8-HLH	148
gro	1309
Exo84	202
Vps2	384
Dak1	341
Sld5	33
CG14543	45
PIG-P	3
CG42498	445
RpL34a	77
CG14544	34
CG14551	47
dysf	878
CG31324	1063
CG14556	140
CG6142	193
CG31323	2698
CG31086	53
CG6073	367
CG34130	66
CG34129	25
CG12290	1602
Ald	1675
CG6154	2170
CG33970	1027
CG6036	44
ppk15	3
CG5432	847
CG6503	113
CG34291	36
tx	300
Hex-t1	37
Hex-t2	99
CG5447	808
CG43117	75
Pdf	296
CG14237	3
CG14238	237
CG5455	609
plum	2904
scrib	5610
TwdlM	117
TwdlP	57
TwdlB	120
TwdlL	97
TwdlO	79
TwdlK	82
TwdlJ	48
TwdlN	99
TwdlH	135
TwdlR	84
TwdlS	100
TwdlD	147
beat-VII	4055
Tb	93
TwdlQ	91
amon	1593
CG6425	857
CG5484	209
CG6420	944
CG14244	160
CG14246	70
CG14245	272
CG6403	231
CG14247	227
CG42789	163
Tl	1259
Lerp	723
IntS12	106
ball	67
His2Av	637
SPARC	143
Rb97D	1836
ms(3)K81	55
CG5500	117
ro	125
T48	533
Ets97D	340
CG46339	789
CG14252	40
CG18472	132
CG6330	736
Tsp97E	1857
Gr97a	23
CG5521	1336
CG46313	1707
CG14253	452
CG31075	105
CG31076	3
TwdlC	214
RYa-R	308
CG31077	179
CG6296	87
CG6295	52
CG17192	36
CG17191	55
CG6283	41
CG6277	32
CG6271	28
TwdlT	559
Nep5	1032
CG34292	199
spz	387
CG43935	122
CG14257	604
Cpr97Ea	146
Cpr97Eb	210
CG14258	91
CG14259	85
eater	60
CG17189	111
caix	136
gb	533
CG5815	497
CG6066	82
CG5880	245
CG5882	3
CG6059	121
CG6051	887
Men-b	1290
grass	95
CG5909	135
ppk31	3
CG34293	481
spn-D	128
Ser	904
CG42813	640
CG42814	49
CG31064	1463
CG31068	92
DNApol-alpha73	128
CG17991	117
CG18766	378
CG5984	460
CG5987	137
TfIIA-L	325
pll	203
woc	714
CG14262	44
CG14260	375
l(3)mbt	180
CG5934	253
CG5938	684
mrt	344
CG3368	136
bigmax	135
Hmu	462
CG3348	128
CG3339	262
CG3330	125
CG42534	1597
CG46335	318
side	7188
CG44290	94
CG43447	244
CG13978	80
Cyp6a18	2618
Gr98a	467
CG43139	229
CG5402	125
CG13972	3
CG12885	355
Gr98b	3
Gr98c	3
Gr98d	3
Klp98A	962
CG5646	265
wdb	3897
pins	1057
CG5639	215
dsd	1475
Tusp	909
CG5612	126
CG5611	376
Mtl	1174
tau	2796
RpS10a	39
Mlc1	884
unc80	207
CG5590	94
CG12883	386
Sce	123
CG31055	666
CG12880	680
CG43319	53
Acp98AB	88
CG43320	83
ALiX	253
btz	515
CG12428	348
CG12877	167
Ets98B	1294
CG34353	2027
Or98a	3
CG12426	113
mil	127
CG5003	264
mRpS22	68
CG33213	79
CG12259	74
BCAS2	90
RpL4	101
mino	410
CG31053	143
NSD	204
BOD1	339
mfrn	1189
Gp93	329
CG4951	247
CG5527	91
CG42487	721
CG4884	63
CG31253	52
CG31131	52
CG4849	51
betaTub97EF	101
CG4815	70
trv	5666
CG34354	2755
CG43125	3
CG43124	20
CG34436	37
CG34437	47
Mst98Ca	196
Mst98Cb	154
UQCR-14L	84
CG12516	37
larp	2423
Gfat2	277
Moca-cyp	157
Or98b	3
beat-VI	1790
CG1894	67
Dhc98D	80
CG31051	111
Ppn	467
mIF2	75
fkh	2048
Noa36	126
Hrb98DE	1371
CG9986	485
CG10011	1459
CG9988	258
CG14062	139
CG31050	237
CG33346	4
Sid	70
CG9990	784
htt	1205
AstA-R2	549
CG10000	831
CG9997	335
aqrs	138
CG34295	3
intr	46
CheB98a	71
wdn	325
CG1646	3088
CG1523	133
CG1647	320
WASp	947
Apc	3398
spg	1379
Inx3	858
CG33203	1397
CG14529	74
CG14528	114
CG14523	60
CG14527	43
CG14526	202
Doa	1033
CG11828	106
DIP-gamma	486
wat	311
CG14518	87
eIF4E6	44
CG1951	612
Ssl2	168
beta4GalNAcTB	291
Cpsf100	73
Slu7	28
Pkc98E	2927
CG11837	78
CG11841	104
CG11842	140
CG11843	74
Sirt7	528
Cul5	684
CG11873	2249
alpha-Man-Ib	831
CG11876	294
Atg14	280
yem	555
Ctl2	377
dgt6	153
Vha100-1	297
CG14512	44
CG14516	292
CG14511	158
CG11882	180
Pglym78	169
eIF2D	47
Slbp	177
Rpn2	145
CG11897	420
CG11898	362
CG14509	2931
CG14515	57
CG11899	17
Mesh1	39
Cyt-c1L	44
eEF1gamma	336
Cisd2	187
Brd8	91
CG14507	66
Usp1	1342
CG11951	45
CG31445	194
SP1029	132
stg	755
CG45544	408
CG14506	2004
Cnx99A	584
CG45546	142
Ptp99A	2645
CG2321	1587
CG2006	858
Spase12	87
CG2310	227
Diedel	44
CG2010	228
Trc8	620
ND-20L	47
Dr	757
CG7567	99
CG11470	80
CG31041	82
alph	1529
CG7568	588
Diedel2	3
CG1907	206
Dop1R2	2644
ppk21	3
ppk20	3
ppk30	510
Obp99a	125
ppk19	3
Bub3	271
Cap-D2	82
CG7582	253
Gycalpha99B	147
Obp99c	66
dmrt99B	604
Obp99d	55
Dup99B	171
Obp99b	87
CG15506	146
CG34296	126
Pcd	83
Naa40	46
CG18731	79
Kul	4426
CG7601	178
CIA30	81
CG1969	562
Wdr24	278
IntS11	119
ATPsyngamma	153
yata	1574
kay	1092
fig	142
sro	110
CG7837	148
Drice	670
CG7834	353
CG7789	106
ncd	119
ca	619
Vps16B	145
CG7829	181
neo	573
Atg16	282
CG42592	204
Prtl99C	108
Cad99C	394
dgt1	688
CG7824	108
CG15514	302
RpS8	387
Zip99C	260
CG34133	596
CG31038	1761
CG15517	27
CG15515	69
CG31036	114
Capa	153
trp	3185
Jon99Ciii	419
Jon99Cii	39
Jon99Ci	76
CG15522	194
alpha-Man-Ic	105
Cog7	85
CG42557	536
CG42558	130
eIF2Balpha	26
Vps13B	606
TkR99D	710
CG7896	250
Acph-1	443
CG7903	290
Sas-6	81
CG15525	69
CG11504	179
CG34298	84
Tace	1483
Nph	92
Nlp	375
CG7912	26
CG7920	190
Mgat2	862
RpS28a	62
Axn	2845
ZIPIC	191
ocn	90
janB	59
janA	244
Sry-alpha	220
Sry-beta	2138
Sry-delta	109
RpL32	87
CG7943	450
CG15528	177
CG7946	332
spn-A	173
CG15526	51
CG34317	691
CG7950	199
sima	1651
CG45072	34
CG45073	3
Ppi1	135
CG31029	105
Tpi	264
AdoR	422
CG15529	683
CG11498	70
CG31030	461
CG31028	173
Mlc2	1555
CG1983	734
CG15530	486
Bet5	492
CG9747	424
CG15531	96
CG9743	280
RpS7	194
Anp	165
CecA1	76
CecA2	84
CecB	164
CecC	104
CG43448	233
CG9737	251
CG9733	131
CG34299	204
CG9682	81
CG18404	57
hdc	11845
CG34300	211
Fer1HCH	728
Fer2LCH	325
CG2217	2657
CG42740	243
CG15535	377
mRpS18C	70
CG15536	75
CG2218	635
CG15533	105
CG15534	166
CG15537	183
Osi23	76
aralar1	573
CG2224	621
CDase	178
PH4alphaEFB	263
spdo	263
Jon99Fii	87
Jon99Fi	107
PH4alphaSG2	36
PH4alphaMP	212
PH4alphaNE1	22
CG31371	100
PH4alphaSG1	57
CG15539	36
CG34041	14
PH4alphaNE2	152
CG31524	74
CG9698	64
jdp	1328
tmod	4569
CG34155	2066
CG9702	58
Rpt6R	74
CG9717	531
CG2246	294
CG31019	3
CG31021	58
PH4alphaNE3	177
CG31016	2309
CG44954	134
CG2267	367
CG31013	117
PH4alphaPV	319
CG34432	68
CG34433	192
Spn100A	70
CG12069	565
Pka-C2	117
CG31010	383
eIF4H2	306
CG11313	93
CG15543	661
Npc2g	152
Npc2h	311
zfh1	3002
wts	1353
dj-1beta	91
cindr	963
CG15544	817
tll	377
Cpr100A	504
CG15545	122
CG15546	540
CG12071	1346
CG15547	327
Sap-r	452
Cyp4c3	168
CG33483	3
Ptx1	948
CG15549	652
CG15550	81
CG15548	59
Ctr1C	161
5-HT7	1651
CG31008	97
CG31007	190
CG33773	25
CanA1	433
CG33920	3
Alp4	131
Chchd3	150
dco	2447
Sox100B	276
CG11317	658
CG15553	126
CG11318	246
Prosalpha3T	102
CG15554	272
CG15556	62
Gycbeta100B	1329
stops	276
mesh	518
bnk	96
CG1544	79
chp	460
Zwilch	222
CG1542	200
CG15561	35
ATPsynC	872
CG12054	2790
CG15563	262
CG15564	208
qless	1196
mRpL32	72
CG1750	3
spn-F	257
CG3669	20
CG18672	24
CG18673	64
ppk24	3
pHCl-2	1935
CG34347	1503
gskt	134
CG1607	1305
CG31204	86
CG31002	50
Gcn2	639
PNPase	497
Gprk2	1410
lox	207
CG11334	193
CG11333	54
mey	677
nyo	780
gammaCOP	324
pygo	1060
rod	140
CG1635	124
CG1638	201
CG1774	127
RpL6	135
CycG	2634
Med	477
CG11539	120
CG1792	129
pasha	658
kek6	3040
CG1815	2074
CG11550	83
CG42693	3
ttk	2972
CstF50	52
CG11563	103
eEF1alpha2	1040
CG1890	235
CG1896	60
awd	89
nero	125
CG1910	1185
salt	161
CG2187	81
Smvt	115
CG2150	499
betaGlu	183
sip3	447
CG2126	305
faf	1291
CG2118	537
Acf	264
CG42233	541
Ir100a	3
CG1971	260
CG11576	252
FeCH	537
RhoGAP100F	6915
heph	4871
CG2003	1170
CG2053	327
krz	3717
mod	213
Map205	2046
mthl8	233
CG43149	611
Lsp1gamma	100
CG13405	634
CG12483	298
Pdk1	2078
CG6845	89
Dic61B	132
p130CAS	612
CG7049	84
Vdup1	387
CG13875	122
Mkp	135
CG34140	754
Mtch	315
rno	1345
mri	124
Gk1	119
NitFhit	70
CG13876	418
CG7028	323
thoc7	65
Dis3l2	373
Kaz1-ORFB	245
pyx	640
CG13877	76
CG33229	851
CG42846	48
CG34454	156
CG34453	180
E(bx)	2658
mthl14	344
DIP2	284
wac	103
Tudor-SN	463
mRpL17	491
CG34263	3
miple1	1220
miple2	132
CG32845	793
ttm2	103
RhoGEF3	1412
fwd	969
ddbt	158
CG32344	148
Atac3	254
Ptpmeg	526
mthl9	221
mthl10	888
mth	278
CG1231	208
Cdc5	649
Roc1b	90
CG1233	438
CG13884	170
trh	1061
CG13891	87
klar	1338
CG34267	66
CG34268	64
CG34269	5
CG17180	88
Cypl	111
Hipk	6804
Ppm1	192
Kah	1163
MED14	668
CG13893	393
Reg-2	34
CG43337	785
Gale	209
CG3402	549
MED30	70
Rev1	180
CG17129	124
CG3386	425
ebd1	184
CG3344	52
CG32483	65
RabX6	544
Vti1a	539
CG13894	203
CG13895	190
CkIIalpha-i3	112
CG13896	125
hng3	187
emc	1188
CG13898	94
Sf3b3	2761
CG42553	54
CG42554	220
CG13901	119
CG13887	781
CG13902	81
Gr61a	898
cep290	67
CG13890	328
dpr20	564
CG12502	1108
Usp10	3141
CG13907	1165
CG34056	116
CG34057	108
CG13905	199
nerfin-1	1615
Glut1	7917
CG12038	157
trio	2106
CG9205	80
bab1	1956
bab2	1542
CG13912	115
Trh	435
LysX	131
Aplip1	715
mwh	292
CG32335	46
CG9119	90
LysB	168
LysD	41
LysE	35
LysP	178
LysS	47
CG33965	53
CG33966	190
CG9194	546
CG9192	170
Klp61F	403
CG32318	3
Psf1	83
Sac1	385
CG9129	149
CG9130	1403
CG9133	250
tfc	297
CG32333	1509
Rabex-5	172
scf	559
Rac1	892
CG9149	156
CG2277	837
Ctr9	100
CG9186	214
Sherpa	332
Myo61F	205
CG9184	216
ND-ACP	175
msd1	76
msd5	48
CG2211	181
l(3)02640	248
CG2199	365
Ptp61F	1719
312	825
ru	455
CG32320	272
CG9168	14
FucTD	75
CG9173	865
SA-2	71
rho	1594
Naa30B	523
stet	738
robl62A	337
CG12084	806
hfp	363
Psa	464
cue	604
Iml1	103
Ir62a	3
CG12091	670
pns	2867
CG32313	508
Pcyt1	881
Pcyt2	150
CG12099	209
Pex10	81
CG7879	373
CG12003	278
CG12004	1769
CG13917	987
CG12104	545
CG33791	57
CG18170	4101
CG12105	353
CG13926	79
CG33230	142
ABCB7	427
GC	337
CG13928	1424
nSyb	3031
metl	102
Bgb	319
alphaCOP	134
CG13919	49
CG17249	54
Bro	69
CG13920	371
Vta1	208
CG7970	379
CG7971	1306
CG7974	353
RpL23A	157
RabX5	67
CG13930	68
CG7991	650
CG12011	115
CG13931	442
drpr	1113
CG18171	130
CG12035	187
Oseg4	338
PIG-Wb	381
Gk2	412
CG13921	586
Cht2	308
CG8001	175
Dhc62B	90
CG13933	796
CG12018	46
CG2021	36
mRpL46	58
alpha-Spec	700
dlt	65
Cdc37	136
CG12020	84
Patj	363
JTBR	230
CG42676	1500
GV1	208
Cpr62Ba	294
Cpr62Bb	204
Cpr62Bc	514
CNMa	436
CG12024	866
Rap1	1545
HBS1	155
CG12025	2002
CG13924	3
dre4	190
CG13937	140
Aprt	241
Tmhs	395
dsb	2388
Dbx	157
CG5687	302
Mfap1	140
mu2	251
Cnb	152
mv	276
SCOT	129
CG1927	97
CG11815	91
CG1139	46
CG42841	789
CG42357	3
CG42356	4
CG34259	3
CG42355	76
sls	3158
zormin	394
CG15822	607
CG15879	224
CG5704	159
CG15820	69
CG13810	30
CG5707	231
CG8960	208
CG15878	178
Oseg2	3
CG9018	280
ACXD	2074
CG32301	1399
CG32305	3
CG1275	356
CG2034	252
oxt	493
CG13807	72
ecd	70
CG13806	176
obst-I	64
CG32302	125
yellow-g	87
yellow-g2	237
MsR2	901
MsR1	1685
CG13801	51
CG1317	799
CG8993	107
mRpL23	68
CG9004	78
CG15877	63
Svil	2673
CG42787	69
CG32298	551
CG32299	141
CG16762	103
Cyp4d20	147
CG1146	546
CG16758	168
Spn	3601
CG32295	55
msn	1712
RpL8	170
dos	547
CG16984	152
CG12182	1151
CG16985	134
CG16986	177
Pxn	932
CG42245	4561
MEP-1	971
CG14949	232
CG1143	696
CG1246	121
ProRS-m	1046
CG42304	280
Snup	2146
Fife	5786
CG33233	601
CG33234	48
Mrtf	2176
Acp62F	111
Non2	393
AhcyL1	921
CG12093	51
Atg2	267
mRpS35	52
pgant6	355
Tet	2346
spz5	453
Shab	5447
CG9970	113
CG32846	164
CG34025	181
Or63a	935
CPT2	250
CG2113	299
FMRFaR	1468
CG32488	303
CG32487	39
aly	466
CG2162	496
Jafrac2	222
scramb2	736
Sk2	508
CG32485	254
CG1271	218
CG16753	156
CG32486	820
CG11486	2107
Cht7	632
CG45066	141
CG45067	69
prominin-like	1858
CG11537	1324
CG1291	21
Usp5	99
BtbVII	2973
ND-30	75
CG15812	298
rasp	154
Asciz	126
CG32280	643
CG32278	433
CG32281	41
CG14963	145
CG14964	449
Girdin	1019
CG42494	80
CG32284	144
CG14957	119
CG42525	189
CG14958	90
CG14965	138
Hsp83	410
CG14966	56
CG32276	461
gry	358
CG32271	79
CG33159	3
CG32277	67
CG33160	51
CG32269	77
CG32270	1214
CG14967	372
CG12034	210
