Geneid	Length
CG7718	1482
gwl	2538
Epg5	7365
CG7720	2043
CG18208	2220
CG31226	156
CG14298	333
CG14297	750
Rh2	1143
CG14294	417
CG34284	372
CG14292	504
EndoA	1107
CG14291	1572
Xrp1	2004
Mpc1	321
CG42613	3572
CG43732	108
euc	336
Smu1	1527
dnk	750
snRNP-U1-C	435
gukh	6377
CG6005	972
CG14286	600
CG14285	891
GatA	1524
NP15.6	450
P5cr	840
Prp18	1020
CG6013	639
CG6026	4665
cdi	3658
mRpL55	321
ATPsynD	534
CG6040	5352
Cyp12a5	1608
Cyp12a4	1608
Ppcs	1119
CG5835	711
CG11779	1380
nos	1203
Nsun5	1299
CG42359	396
sqz	1605
CG14282	879
CG5555	1681
CG31475	1254
cry	1626
vib	897
CG11703	1059
CG5250	933
CG3773	1104
unc79	9248
CG5217	645
CG14280	1665
CG44174	129
Dl	2499
CG43203	183
Ino80	4914
CG3581	759
CG31404	822
CG31245	711
CG3734	1419
CG18493	1440
CG3739	1455
CG31244	963
CG5316	2024
CG11626	1137
CG31221	762
CG3517	1146
Dys	15965
CG6255	1026
CG15025	1029
Cpr92A	735
CG7333	1623
CG7342	1620
CG17751	1599
CG17752	1614
CG16727	1635
CG6231	1755
subdued	3297
CG34138	585
Vha13	351
Nup58	1638
CG6195	1089
CG31220	1089
CG31219	1035
CG6184	3087
ort	1455
CG7432	2163
Naam	1071
CG34286	264
GluClalpha	1707
CG6300	1611
CG11659	1638
CG11391	1626
CG11407	1614
CG11453	1617
bnl	2332
CG31459	738
CG4662	1653
Ire1	3222
CG11447	750
CG4572	1446
CG4686	543
CG4562	4256
CG17186	1143
Arc42	1215
Ask1	4089
ninaE	1119
CG4733	2664
CG4538	2052
Surf6	972
RhoGAP92B	2220
Xport-B	339
Xport-A	348
CG4465	1731
CG4770	1470
CG4462	1719
CG4459	1896
Hs6st	1386
mira	2487
CG4783	258
CG31213	5427
MED25	2589
CG17190	771
CG4836	3708
PIG-L	1099
psidin	2844
CG4424	1035
CG4854	957
trem	1317
CG4936	1563
CG10889	1620
CG17193	204
CG33934	1668
Indy-2	1686
CG4390	990
mdlc	1071
Rh3	1149
CG31206	594
CG10887	2028
Gr92a	1158
CG5023	507
Nlg4	3843
CG17199	1383
cic	7869
CG4367	657
CG4362	699
CG42668	3537
CG4360	1676
Sirt2	1065
Ir92a	2034
MtnC	129
Gfrl	3924
CG4335	1092
eIF3g2	819
Dic2	912
MtnB	129
Or92a	1224
MFS9	1506
MtnE	123
MtnD	132
Stat92E	2467
DPCoAC	1095
att-ORFB	591
CG5180	1065
CG15922	201
CG5191	1656
CG10877	1323
TFAM	852
CG5412	837
EloB	354
Srp14	327
CG34008	636
CG16953	1719
Sep2	1257
Srp72	1950
PUS1	1326
bon	3621
CG15923	2952
CG5466	1782
H	3231
Pi3K92E	3264
Lrrk	7627
GluRIIE	2691
GluRIID	2706
Nep4	3121
Cpr92F	1143
CG4000	789
Oamb	3287
CG31205	822
Cdk2	942
CG17267	1088
CG42322	2323
CG31199	879
CG31200	852
Prosalpha4T1	747
Syp	2554
CG31195	2421
Takl1	1179
Fancd2	4434
CG17270	507
CG17271	1058
RpS20	360
CG17272	447
AdSS	1341
CG31223	984
Synd	1485
CG15695	2175
CG15696	537
RpS30	396
Ir93a	2604
CG3822	2559
TotA	387
TotC	387
TotB	414
TotZ	441
Ktl	684
Grik	2926
TotX	426
CG31191	1485
hdly	1373
Atpalpha	3540
Calx	2942
CG43446	801
CG10827	1566
CG5697	399
Rlip	1875
CG17278	240
Dhc93AB	13488
CG12278	687
CG31189	774
CG31207	774
CG7079	765
CG17279	702
Mvl	2081
Cortactin	1677
AnxB9	1074
r-l	1479
dmrt93B	975
HHEX	969
RhoGAP93B	3990
CG7044	2922
CG5745	1638
Sec15	2298
rtet	1431
Rab11	642
ppan	1380
Bdbt	858
slmb	1791
CG5793	660
Obp93a	588
Ice2	2052
CG7009	960
Usp8	2775
meigo	1014
SNF4Agamma	6860
cDIP	1662
CG5810	1284
Snmp1	1653
CG5862	927
Smyd5	1179
Oga	3057
CG3337	612
Nelf-A	3792
e	2637
CG5892	2214
ETHR	2362
Rab1	615
AP-2sigma	426
CG5919	768
CG3308	957
CG3301	750
SIFaR	2274
CG17298	285
CG16791	3324
mod(mdg4)	8757
pre-mod(mdg4)-B	285
pre-mod(mdg4)-H	333
pre-mod(mdg4)-G	282
pre-mod(mdg4)-L	219
pre-mod(mdg4)-I	414
pre-mod(mdg4)-J	210
pre-mod(mdg4)-K	321
pre-mod(mdg4)-P	408
pre-mod(mdg4)-Z	369
pre-mod(mdg4)-T	621
pre-mod(mdg4)-E	600
pre-mod(mdg4)-C	393
pre-mod(mdg4)-AB	309
pre-mod(mdg4)-W	306
pre-mod(mdg4)-AD	321
pre-mod(mdg4)-Y	291
pre-mod(mdg4)-AE	228
pre-mod(mdg4)-X	261
pre-mod(mdg4)-V	492
pre-mod(mdg4)-U	249
pre-mod(mdg4)-O	426
pre-mod(mdg4)-N	531
pre-mod(mdg4)-AA	255
tin	1248
bap	1146
CG6475	1578
CG7907	2259
CheB93a	600
CheB93b	609
lbl	1461
lbe	1437
Fancm	4467
C15	1017
CG7956	3615
slou	2094
CG15498	843
InR	6432
E2f1	2463
Archease	468
CG15497	780
DNApol-alpha180	4464
CG31176	1380
Sfp93F	159
CG42869	198
CG42870	282
CG34034	405
CG5849	2904
CG31343	2883
CG31233	2856
CG31198	2820
CG42335	2773
Burs	519
GABA-B-R2	3675
CG6800	906
RpI12	360
tsl	1059
CASK	3267
Gr93a	1257
Gr93b	1185
Gr93c	1191
Gr93d	1143
glec	684
lsn	762
CG6569	1308
Cby	397
CG31174	609
CG31431	1083
CG31178	651
CG6656	1185
CG34148	417
P5CDh2	1842
CG31465	2858
fit	363
CG17819	558
dnd	537
CG6678	1119
CG43844	294
CG6690	1686
CG17843	1656
Eip93F	3658
CG6332	1059
Idh3b	1110
Mitofilin	2238
mRpL35	534
CG6028	879
Cchl	843
ND-42	1221
CG13409	1641
CG6015	1728
CG45099	102
pit	2040
Fadd	717
how	1306
CG13408	771
CG5778	351
CG5791	294
CG13407	1332
Ir94a	1785
Ir94b	1776
Ir94c	1812
CG42390	4449
SKIP	3621
Gld2	4092
CG7084	1791
CG34377	1392
CG7080	1002
CG33721	543
CG13862	333
CG5391	531
CG5388	495
CG5386	762
rdhB	744
Sar1	579
PSR	1323
Muted	480
CG7071	906
CG5382	897
CG5380	879
PyK	1599
CG7069	2232
CG18596	3408
CG34149	915
CG43342	540
CG43343	3912
CG5379	909
CG7059	818
CG13857	1026
CG13856	567
CG13855	2118
CG13850	1692
lqfR	4712
Nop56	1488
mats	657
pinta	819
CG13847	2277
CG12499	6177
CG34288	177
CG34376	2699
Rpn7	1167
AP-2mu	1311
CG7054	537
Pebp1	528
CG5377	834
Nrx-1	5603
Pfdn5	504
CG5376	687
CCT1	1671
tHMG1	378
tHMG2	402
Octbeta1R	1551
CG5346	1209
CG33099	993
CG33093	966
CG5326	831
AdipoR	1452
bond	966
sit	885
CG33110	1011
CSN6	1023
Dph5	843
CG33107	873
CG6937	1068
btn	474
Efa6	4985
CG31156	2844
CG13843	1086
mRRF2	2220
CG31161	1377
mRpL45	1083
loco	5721
wake	6425
Gclm	855
CG17625	426
wfs1	2559
Nup133	3600
cd	2490
Cyp6d4	1545
CCAP	465
CG6972	888
CG13842	2316
CG4907	2757
wge	5010
Irp-1A	2706
CG4813	1194
CG45049	819
Takl2	843
Dcr-1	6747
CG6985	1503
vret	2073
HP1c	711
CG17141	969
CG31139	1191
rumi	1233
Usp12-46	1272
CG7029	5232
CG4725	2223
CG4723	2088
CG4721	2058
CG13841	360
CG43091	405
CG43092	652
CG43093	363
CG43094	270
CG43095	438
CG7031	1425
CG13840	1398
CG4704	1062
klg	1635
CG6660	816
Tpl94D	492
Gbp3	477
Nha2	2142
Or94a	1161
Or94b	1149
CG34375	1704
CG6688	1272
lmd	2610
CG13833	963
CG13838	273
CG13837	669
CG17121	1083
p53	1553
Gr94a	1212
CG17119	1191
sav	1824
Ublcp1	960
CG17111	2376
Cow	1896
CG17110	1206
CG6726	1203
CG17109	1200
CG6733	1203
CG6738	1203
Rassf	2418
CenB1A	2505
CG31365	1917
CG31457	1011
hh	1413
unk	2019
VhaAC39-2	1050
CG13829	633
Irk1	2135
CG46310	69
cnc	4587
fzo	2154
CG4467	3418
Rad60	1272
EloA	1929
wda	2229
CG13827	771
orb	2998
Cdc16	2154
CG6763	1062
CG17083	1650
bb8	1605
pnt	3023
DNApol-epsilon255	6708
ATPsynCF6	318
Sec13	1068
RpS3	738
CG4408	1437
CG42827	348
CG42828	267
CG4393	3975
CG31515	387
CG17380	357
Ir94d	1779
Ir94e	1833
CG4374	2316
CG43694	126
Ir94f	1674
Ir94g	1635
Ir94h	1677
CG34289	373
Irk2	1657
CG10177	1233
CG10175	2319
CG10170	1617
CG16732	1557
CG10168	1620
CG10164	1158
beat-IV	1343
CG10182	2097
CG33337	2124
CG16723	2085
CG10183	2055
CG10184	1149
CG31145	2941
GILT3	648
GILT2	621
eIF3d1	1680
CG16710	1116
CG18754	1023
SPE	1200
CG10254	4194
CG10252	687
prt	1806
CG31468	240
Gba1a	1683
CG31413	1683
Gba1b	1698
CG10301	918
CG10300	933
nau	996
CG10232	1527
CG10365	852
Rpn9	1146
Hmgcr	2760
RanBP3	1347
Rpt5	1284
Hrd3	2457
PTPMT1	600
SdhD	546
CG10217	1857
Lsd-1	1293
CG10214	633
CG10375	762
tst	3591
CG10208	828
Nup98-96	5897
mbc	6024
CG33111	1602
CG34355	2265
eIF4G2	6216
Pli	1272
TfIIA-S	318
tbrd-1	1539
sba	5111
CG31141	759
Ndc1	1734
CG13601	831
CG43999	498
CG43998	459
CG31142	465
Rpt2	1317
CG13599	885
RpS19b	465
CG5854	1113
Gdh	1686
CG12268	1593
GluProRS	5184
AP-1sigma	540
CG31140	5060
CG13603	699
CG5902	729
CG13604	2289
Rab7	621
CG33108	862
LSm3	309
KrT95D	3525
Ime4	1824
Miro	2019
spas	2274
Rox8	1410
CG5986	696
Atg6	1266
CG5991	1341
CG6000	462
Hsp68	1905
SMC1	3714
eIF4EHP	1054
Syx1A	889
CG10694	870
CG18428	437
CG13605	2007
Root	6144
CG13607	1638
GatB	1548
Tsc1	3300
Sec10	2130
Npc2f	510
Kal1	1575
Slimp	1392
p38c	1068
p38a	1098
CG6178	1632
Myo95E	3864
CG6182	918
mRpS24	495
Apc2	3201
CG5510	987
CG13606	445
CHORD	1062
CG5515	732
jnj	3366
CG6204	2709
twin	1701
CG17786	1752
cav	1047
Spps	2955
CG13609	1092
Spase22-23	537
Acp95EF	156
mask	12162
beta-PheRS	1767
jar	3883
Orct2	1701
Orct	1644
CG13611	1431
CG6356	1710
CG34290	846
CG6364	1025
CG5715	885
crb	6930
Nab2	3012
BRWD3	6696
CG5728	4290
Dis3	2946
CG6432	2022
Ms	300
CG5746	1440
CG6454	4731
Golgin84	1548
CG18528	1479
CG5762	600
CG33339	939
CG33340	687
CG17784	711
CG13613	657
CG42811	639
CG42812	651
CG33341	918
CG13614	1044
CG17782	1437
CG17781	1287
CG33342	657
CG17780	1035
CG5768	998
CG13615	993
CG13616	695
nAChRalpha1	1791
CG31128	498
nAChRalpha2	1728
nAChRbeta2	1641
CG13617	2211
Pp1alpha-96A	981
CG13622	840
CG13618	756
CG6607	1218
CG13623	417
ana1	5187
CG5789	4206
Esyt2	2731
REPTOR	2498
CG13625	1941
mld	5895
Syx18	1185
atl	1623
Wsck	2373
CG43222	192
puf	11848
ash2	1696
CG31125	1173
CG6695	2883
CG31126	450
Ppox	1425
slo	4264
CG46316	66
CG13627	2097
Rpb10	201
CG13630	1122
tok	4392
tld	3201
asp	5862
AstA	453
CG13631	249
CG42331	4845
CG5805	1017
Ets96B	1938
CG13634	1386
Ude	948
polybromo	4962
lili	1606
CG6980	750
CG34150	411
CG5808	1959
Saf-B	2795
niki	2523
RabX4	639
CG31357	1182
CG43273	411
sosie	558
CG33658	543
Esp	1962
CG7006	540
Nct	2108
HDAC11	1029
CG10899	837
ppk22	1684
CG13639	207
CG13640	396
CG7016	1086
CG13641	426
Elal	987
CycB3	1725
CG3744	3306
CG11089	1770
CG31381	1431
CG31121	2733
CG11069	1812
CG13643	2457
CG10845	1389
PIG-S	1608
sud1	1608
CG11168	2590
Mink	2262
Trf4-2	1221
CG11771	2190
Osbp	2352
ssh	3636
Nmnat	1201
mah	1581
tnc	8457
beta4GalT7	966
CG11781	339
Hr96	2169
Smg6	2844
CG6422	2137
CG31115	870
bai	618
5PtaseI	2369
CG11786	666
CG11790	913
CG11791	543
CG31109	594
CG31111	807
stac	3800
veli	738
PQBP1	693
Stt3B	2322
CG11839	762
CG11836	843
shams	1086
CG11920	894
fd96Ca	1116
fd96Cb	813
CG33096	858
CG33095	1614
CG45095	1038
CG34027	4557
CG13650	2256
CG31108	2751
CG31510	3450
vig2	1329
Mocs2	1101
CG42503	270
Clbn	2976
Bili	2484
danr	1257
lobo	2691
dan	2343
CG13653	705
Cad96Ca	2319
CG13654	2979
CG13663	531
CG31106	1539
CG31103	1518
CG11851	1869
Cad96Cb	2370
CG10420	1287
CG11852	750
to	747
CG11854	750
bam	1326
RpS27	252
Nup37	960
Nup358	8154
CG11857	795
CG10425	1008
CG11858	390
GlnRS	2334
RIOK2	1614
CG11891	1252
CG11889	1251
CG11878	1260
CG10513	1266
CG10514	1239
CG11892	1317
CG31300	1266
CG31104	1260
CG13658	1266
CG11893	1248
CG31098	1251
CG31102	1260
CG31097	1260
CG31288	1284
CG13659	1251
CG31370	1188
CG31436	1260
CG10550	1275
CG31099	1200
CG31087	1251
CG10559	1245
CG10553	1242
CG10560	1242
CG10562	1215
CHKov1	1230
CHKov2	1227
CG10669	2799
CG11902	4278
rha	3996
tobi	1971
Fur1	4712
ND-49L	1569
alrm	1413
CG31437	795
Muc96D	2643
Vps33B	1920
CG4553	1089
MED28	567
XNP	3933
CG5116	1578
CG42488	309
Dhap-at	2421
CG5112	1569
CG33494	258
CG5107	639
CG5111	1842
msi	2012
CG4582	1296
ymp	928
Npl4	1974
CG5079	444
CG5071	2040
Ssadh	1527
jigr1	1008
Tnks	4560
RASSF8	1821
Lgr3	2295
CG4730	1176
CG5039	333
CG4743	891
CG5028	1207
RpL27	405
CLS	966
LpR2	3463
LpR1	3371
CG17197	870
CG17198	897
CG17196	828
CG17195	849
CG4956	906
CG4960	522
CG31380	1215
CG31093	435
BG642167	318
CG5024	495
CG17770	492
Acam	444
CG14354	894
Mst57Dc	228
Sfp96F	99
Mst57Db	120
Mst57Da	225
alpha4GT2	1185
CG14545	432
CG5886	1545
CG5890	618
Tsp96F	852
SppL	1266
Lnk	2190
CG5913	1362
CG5948	810
MCO3	2031
CG31091	1272
CG31089	1263
CG42235	7526
CG14546	1164
CCAP-R	1482
CG14540	1839
boss	2688
fid	4173
Nf1	8539
CG43116	495
E(spl)mdelta-HLH	519
E(spl)mgamma-HLH	615
E(spl)mbeta-HLH	585
E(spl)malpha-BFM	414
Kaz-m1	468
E(spl)m2-BFM	654
E(spl)m3-HLH	672
E(spl)m4-BFM	456
E(spl)m5-HLH	534
E(spl)m6-BFM	210
E(spl)m7-HLH	558
E(spl)m8-HLH	537
gro	2190
Exo84	2016
Vps2	768
Dak1	759
Sld5	684
CG14543	585
PIG-P	474
CG42498	333
RpL34a	486
CG14544	951
CG14551	603
dysf	2762
CG31324	793
CG14556	1002
CG6142	1848
CG31323	507
CG31086	444
CG6073	1107
CG34130	891
CG34129	942
CG12290	2394
Ald	1269
CG6154	1302
CG33970	2331
CG6036	1113
ppk15	1449
CG5432	1092
CG6503	186
CG34291	183
tx	1152
Hex-t1	1395
Hex-t2	1458
CG5447	492
CG43117	225
Pdf	306
CG14237	363
CG14238	1569
CG5455	2064
plum	3894
scrib	10954
TwdlM	864
TwdlP	660
TwdlB	858
TwdlL	855
TwdlO	687
TwdlK	741
TwdlJ	822
TwdlN	927
TwdlH	723
TwdlR	975
TwdlS	684
TwdlD	768
beat-VII	1551
Tb	849
TwdlQ	735
amon	1962
CG6425	1119
CG5484	1206
CG6420	2727
CG14244	318
CG14246	279
CG14245	309
CG6403	459
CG14247	558
CG42789	147
Tl	3351
Lerp	2754
IntS12	984
ball	1797
His2Av	423
SPARC	912
Rb97D	1417
ms(3)K81	552
CG5500	501
ro	1050
T48	1257
Ets97D	1452
CG46339	3582
CG14252	1215
CG18472	1407
CG6330	1160
Tsp97E	756
Gr97a	1275
CG5521	5892
CG46313	57
CG14253	1261
CG31075	1560
CG31076	546
TwdlC	1080
RYa-R	1621
CG31077	2964
CG6296	2028
CG6295	1014
CG17192	1011
CG17191	1011
CG6283	1017
CG6277	1023
CG6271	1023
TwdlT	858
Nep5	2648
CG34292	585
spz	1116
CG43935	126
CG14257	1652
Cpr97Ea	1098
Cpr97Eb	705
CG14258	774
CG14259	867
eater	3222
CG17189	792
caix	933
gb	1551
CG5815	1743
CG6066	1389
CG5880	1143
CG5882	2598
CG6059	2652
CG6051	2967
Men-b	1912
grass	1131
CG5909	1143
ppk31	1263
CG34293	252
spn-D	810
Ser	4221
CG42813	636
CG42814	711
CG31064	3685
CG31068	2253
DNApol-alpha73	1827
CG17991	882
CG18766	924
CG5984	813
CG5987	2160
TfIIA-L	1098
pll	1503
woc	5133
CG14262	936
CG14260	747
l(3)mbt	4431
CG5934	405
CG5938	504
mrt	2325
CG3368	3360
bigmax	762
Hmu	1737
CG3348	294
CG3339	14526
CG3330	864
CG42534	4728
CG46335	69
side	3002
CG44290	207
CG43447	195
CG13978	2694
Cyp6a18	1521
Gr98a	1173
CG43139	333
CG5402	462
CG13972	1344
CG12885	2364
Gr98b	1209
Gr98c	1224
Gr98d	1236
Klp98A	3795
CG5646	909
wdb	1572
pins	1974
CG5639	4533
dsd	3969
Tusp	4299
CG5612	1284
CG5611	978
Mtl	585
tau	2790
RpS10a	489
Mlc1	506
unc80	10032
CG5590	1236
CG12883	471
Sce	1305
CG31055	1308
CG12880	990
CG43319	171
Acp98AB	75
CG43320	1194
ALiX	2508
btz	2481
CG12428	1854
CG12877	2973
Ets98B	1554
CG34353	1743
Or98a	1191
CG12426	489
mil	849
CG5003	2139
mRpS22	1179
CG33213	1023
CG12259	1077
BCAS2	834
RpL4	1203
mino	2589
CG31053	657
NSD	4281
BOD1	3458
mfrn	1137
Gp93	2361
CG4951	1339
CG5527	2151
CG42487	927
CG4884	567
CG31253	1137
CG31131	1137
CG4849	2925
betaTub97EF	1539
CG4815	795
trv	2518
CG34354	1650
CG43125	774
CG43124	735
CG34436	810
CG34437	798
Mst98Ca	1002
Mst98Cb	795
UQCR-14L	333
CG12516	900
larp	5037
Gfat2	2049
Moca-cyp	2910
Or98b	1148
beat-VI	996
CG1894	1263
Dhc98D	15240
CG31051	654
Ppn	8694
mIF2	2088
fkh	2076
Noa36	945
Hrb98DE	1143
CG9986	1605
CG10011	6357
CG9988	2004
CG14062	1038
CG31050	243
CG33346	1092
Sid	1110
CG9990	2438
htt	10749
AstA-R2	1143
CG10000	1674
CG9997	990
aqrs	1098
CG34295	864
intr	894
CheB98a	591
wdn	2607
CG1646	3399
CG1523	1863
CG1647	3666
WASp	1599
Apc	7251
spg	6579
Inx3	1185
CG33203	1500
CG14529	2043
CG14528	2046
CG14523	2013
CG14527	2100
CG14526	2121
Doa	11219
CG11828	1374
DIP-gamma	1239
wat	1551
CG14518	537
eIF4E6	519
CG1951	2505
Ssl2	1242
beta4GalNAcTB	969
Cpsf100	2268
Slu7	1722
Pkc98E	2217
CG11837	918
CG11841	957
CG11842	957
CG11843	948
Sirt7	2313
Cul5	2556
CG11873	9009
alpha-Man-Ib	2055
CG11876	1560
Atg14	1509
yem	3303
Ctl2	2388
dgt6	1962
Vha100-1	2714
CG14512	513
CG14516	2997
CG14511	966
CG11882	789
Pglym78	765
eIF2D	1689
Slbp	828
Rpn2	3087
CG11897	4122
CG11898	3960
CG14509	1784
CG14515	504
CG11899	1092
Mesh1	537
Cyt-c1L	1032
eEF1gamma	1293
Cisd2	399
Brd8	2616
CG14507	1119
Usp1	3234
CG11951	2521
CG31445	2781
SP1029	2796
stg	1437
CG45544	231
CG14506	1212
Cnx99A	1941
CG45546	279
Ptp99A	5085
CG2321	1929
CG2006	981
Spase12	294
CG2310	753
Diedel	345
CG2010	1629
Trc8	2427
ND-20L	636
Dr	1545
CG7567	633
CG11470	690
CG31041	594
alph	1220
CG7568	1446
Diedel2	375
CG1907	951
Dop1R2	2508
ppk21	1659
ppk20	1776
ppk30	1371
Obp99a	426
ppk19	1533
Bub3	978
Cap-D2	4140
CG7582	762
Gycalpha99B	2028
Obp99c	453
dmrt99B	1530
Obp99d	411
Dup99B	167
Obp99b	447
CG15506	891
CG34296	273
Pcd	576
Naa40	606
CG18731	357
Kul	4684
CG7601	978
CIA30	888
CG1969	777
Wdr24	2331
IntS11	1791
ATPsyngamma	891
yata	2619
kay	3318
fig	942
sro	1005
CG7837	2925
Drice	1017
CG7834	759
CG7789	918
ncd	2100
ca	5883
Vps16B	1341
CG7829	759
neo	2232
Atg16	1884
CG42592	426
Prtl99C	603
Cad99C	5118
dgt1	1956
CG7824	1056
CG15514	927
RpS8	624
Zip99C	1065
CG34133	3324
CG31038	2792
CG15517	474
CG15515	369
CG31036	3021
Capa	453
trp	3831
Jon99Ciii	795
Jon99Cii	795
Jon99Ci	816
CG15522	519
alpha-Man-Ic	1578
Cog7	2226
CG42557	459
CG42558	366
eIF2Balpha	918
Vps13B	11193
TkR99D	1692
CG7896	4176
Acph-1	1365
CG7903	1152
Sas-6	1416
CG15525	483
CG11504	1230
CG34298	417
Tace	2229
Nph	468
Nlp	456
CG7912	1806
CG7920	1431
Mgat2	1887
RpS28a	192
Axn	2236
ZIPIC	1371
ocn	444
janB	420
janA	405
Sry-alpha	1590
Sry-beta	1068
Sry-delta	1299
RpL32	441
CG7943	996
CG15528	681
CG7946	1425
spn-A	1008
CG15526	336
CG34317	333
CG7950	474
sima	4982
CG45072	903
CG45073	813
Ppi1	2994
CG31029	2715
Tpi	1044
AdoR	2322
CG15529	588
CG11498	1713
CG31030	1291
CG31028	3462
Mlc2	666
CG1983	762
CG15530	1482
Bet5	435
CG9747	1383
CG15531	1002
CG9743	1260
RpS7	582
Anp	171
CecA1	189
CecA2	189
CecB	189
CecC	189
CG43448	282
CG9737	1272
CG9733	1254
CG34299	585
CG9682	1389
CG18404	540
hdc	3294
CG34300	420
Fer1HCH	753
Fer2LCH	708
CG2217	1092
CG42740	153
CG15535	354
mRpS18C	420
CG15536	564
CG2218	1458
CG15533	2076
CG15534	1998
CG15537	1059
Osi23	765
aralar1	2202
CG2224	1260
CDase	2112
PH4alphaEFB	1650
spdo	1695
Jon99Fii	801
Jon99Fi	801
PH4alphaSG2	1581
PH4alphaMP	1605
PH4alphaNE1	1611
CG31371	1521
PH4alphaSG1	1620
CG15539	1527
CG34041	1757
PH4alphaNE2	1626
CG31524	1608
CG9698	1641
jdp	750
tmod	2107
CG34155	141
CG9702	2028
Rpt6R	1197
CG9717	1914
CG2246	1232
CG31019	1977
CG31021	1359
PH4alphaNE3	1443
CG31016	1608
CG44954	261
CG2267	1170
CG31013	1602
PH4alphaPV	1575
CG34432	639
CG34433	699
Spn100A	1947
CG12069	1068
Pka-C2	1062
CG31010	762
eIF4H2	1377
CG11313	1110
CG15543	870
Npc2g	477
Npc2h	471
zfh1	3669
wts	3315
dj-1beta	561
cindr	2863
CG15544	2553
tll	1356
Cpr100A	723
CG15545	1074
CG15546	1230
CG12071	1743
CG15547	1170
Sap-r	2859
Cyp4c3	1605
CG33483	747
Ptx1	1845
CG15549	411
CG15550	429
CG15548	2442
Ctr1C	810
5-HT7	1692
CG31008	342
CG31007	528
CG33773	537
CanA1	1866
CG33920	540
Alp4	1788
Chchd3	669
dco	1320
Sox100B	1587
CG11317	894
CG15553	1563
CG11318	2406
Prosalpha3T	753
CG15554	441
CG15556	2265
Gycbeta100B	2361
stops	1563
mesh	4556
bnk	909
CG1544	2757
chp	4023
Zwilch	1923
CG1542	921
CG15561	1071
ATPsynC	450
CG12054	2309
CG15563	348
CG15564	1533
qless	1308
mRpL32	585
CG1750	1026
spn-F	1128
CG3669	894
CG18672	858
CG18673	906
ppk24	1785
pHCl-2	1578
CG34347	4551
gskt	1503
CG1607	1583
CG31204	1473
CG31002	1563
Gcn2	4773
PNPase	2313
Gprk2	2142
lox	1080
CG11334	1092
CG11333	612
mey	2322
nyo	2415
gammaCOP	2746
pygo	2445
rod	6267
CG1635	1344
CG1638	1329
CG1774	1416
RpL6	786
CycG	1698
Med	2313
CG11539	600
CG1792	1116
pasha	1972
kek6	2529
CG1815	4992
CG11550	894
CG42693	405
ttk	3503
CstF50	1272
CG11563	621
eEF1alpha2	1386
CG1890	330
CG1896	738
awd	504
nero	906
CG1910	1479
salt	1866
CG2187	1869
Smvt	1773
CG2150	564
betaGlu	2058
sip3	1878
CG2126	984
faf	8526
CG2118	2094
Acf	4428
CG42233	2319
Ir100a	1809
CG1971	789
CG11576	1461
FeCH	1199
RhoGAP100F	5682
heph	2730
CG2003	1480
CG2053	894
krz	1410
mod	1626
Map205	3555
mthl8	1476
CG43149	186
Lsp1gamma	2316
CG13405	570
CG12483	264
Pdk1	2523
CG6845	2016
Dic61B	2292
p130CAS	2613
CG7049	1008
Vdup1	1026
CG13875	1458
Mkp	609
CG34140	918
Mtch	948
rno	9723
mri	1317
Gk1	1614
NitFhit	1380
CG13876	861
CG7028	2736
thoc7	864
Dis3l2	3132
Kaz1-ORFB	380
pyx	2868
CG13877	324
CG33229	501
CG42846	501
CG34454	399
CG34453	525
E(bx)	8319
mthl14	1599
DIP2	5319
wac	489
Tudor-SN	2778
mRpL17	528
CG34263	255
miple1	555
miple2	852
CG32845	1158
ttm2	1227
RhoGEF3	11230
fwd	5022
ddbt	358
CG32344	2481
Atac3	1749
Ptpmeg	2922
mthl9	1539
mthl10	2193
mth	1648
CG1231	1035
Cdc5	2442
Roc1b	366
CG1233	3387
CG13884	489
trh	3422
CG13891	474
klar	7200
CG34267	231
CG34268	249
CG34269	573
CG17180	906
Cypl	528
Hipk	4057
Ppm1	1056
Kah	1326
MED14	4665
CG13893	1221
Reg-2	780
CG43337	516
Gale	1050
CG3402	369
MED30	954
Rev1	2985
CG17129	1743
CG3386	864
ebd1	1743
CG3344	1338
CG32483	1317
RabX6	666
Vti1a	690
CG13894	1584
CG13895	1518
CkIIalpha-i3	1209
CG13896	630
hng3	1039
emc	597
CG13898	453
Sf3b3	3686
CG42553	1113
CG42554	639
CG13901	666
CG13887	732
CG13902	1203
Gr61a	1308
cep290	5934
CG13890	786
dpr20	1575
CG12502	2214
Usp10	4551
CG13907	2448
CG34056	1023
CG34057	1102
CG13905	714
nerfin-1	1407
Glut1	5660
CG12038	1221
trio	7802
CG9205	672
bab1	2931
bab2	3201
CG13912	486
Trh	1665
LysX	426
Aplip1	1470
mwh	3207
CG32335	966
CG9119	966
LysB	420
LysD	420
LysE	420
LysP	423
LysS	420
CG33965	951
CG33966	930
CG9194	2187
CG9192	933
Klp61F	3198
CG32318	492
Psf1	606
Sac1	1776
CG9129	753
CG9130	1551
CG9133	1027
tfc	1231
CG32333	4498
Rabex-5	2088
scf	987
Rac1	576
CG9149	1176
CG2277	1602
Ctr9	3450
CG9186	921
Sherpa	3189
Myo61F	3164
CG9184	726
ND-ACP	558
msd1	414
msd5	759
CG2211	990
l(3)02640	1956
CG2199	2199
Ptp61F	1768
312	723
ru	1023
CG32320	2301
CG9168	1800
FucTD	1341
CG9173	1299
SA-2	2919
rho	1065
Naa30B	633
stet	1455
robl62A	312
CG12084	2379
