Geneid	Length
CG4000	69
Oamb	996
CG31205	30
Cdk2	74
CG17267	378
CG42322	304
CG31199	104
CG31200	15
Prosalpha4T1	56
Syp	3264
CG31195	222
Takl1	33
Fancd2	97
CG17270	219
CG17271	137
RpS20	90
CG17272	144
AdSS	134
CG31223	259
Synd	147
CG15695	193
CG15696	43
RpS30	144
CG3822	219
TotA	41
TotC	44
TotB	40
TotZ	30
Ktl	184
Grik	160
TotX	30
CG31191	1080
hdly	135
Atpalpha	887
Calx	2129
CG43446	307
CG10827	16
CG5697	224
Rlip	94
CG17278	1465
Dhc93AB	80
CG12278	25
CG31189	31
CG31207	44
CG7079	103
CG17279	28
Mvl	2242
Cortactin	224
AnxB9	254
r-l	101
HHEX	243
RhoGAP93B	557
CG7044	146
CG5745	78
Sec15	79
rtet	161
Rab11	408
ppan	50
Bdbt	72
slmb	491
CG5793	262
Ice2	989
CG7009	56
Usp8	227
meigo	525
SNF4Agamma	3385
cDIP	38
CG5810	12
Snmp1	77
CG5862	81
Smyd5	83
Oga	145
CG3337	51
Nelf-A	166
e	299
CG5892	23
ETHR	1174
Rab1	267
AP-2sigma	122
CG5919	90
CG3308	287
CG3301	38
SIFaR	293
CG17298	78
CG16791	1107
mod(mdg4)	158
pre-mod(mdg4)-B	3167
pre-mod(mdg4)-H	3861
pre-mod(mdg4)-G	4329
pre-mod(mdg4)-L	1174
pre-mod(mdg4)-I	2556
pre-mod(mdg4)-J	2160
pre-mod(mdg4)-K	701
pre-mod(mdg4)-P	1566
pre-mod(mdg4)-Z	1151
pre-mod(mdg4)-T	216
pre-mod(mdg4)-E	1450
pre-mod(mdg4)-C	300
pre-mod(mdg4)-AB	849
pre-mod(mdg4)-W	2039
pre-mod(mdg4)-AD	1756
pre-mod(mdg4)-Y	397
pre-mod(mdg4)-AE	1367
pre-mod(mdg4)-X	843
pre-mod(mdg4)-V	2408
pre-mod(mdg4)-U	3532
pre-mod(mdg4)-O	1510
pre-mod(mdg4)-N	497
pre-mod(mdg4)-AA	2350
tin	270
bap	135
CG6475	17
CG7907	298
CheB93a	7
CheB93b	4
lbl	166
lbe	444
Fancm	62
C15	272
CG7956	128
slou	324
CG15498	121
InR	1789
E2f1	2720
Archease	108
CG15497	284
DNApol-alpha180	105
CG31176	320
Sfp93F	29
CG42869	25
CG42870	8
CG34034	11
CG5849	63
CG31343	39
CG31233	137
CG31198	90
CG42335	10
Burs	33
GABA-B-R2	114
RpI12	81
tsl	759
CASK	2044
Gr93a	190
glec	347
lsn	110
CG6569	191
Cby	109
CG31431	813
CG31178	420
CG6656	197
CG34148	235
P5CDh2	562
CG31465	116
fit	23
CG17819	15
dnd	213
CG6678	478
CG43844	143
CG17843	42
Eip93F	1059
CG6332	131
Idh3b	349
Mitofilin	404
mRpL35	81
CG6028	102
Cchl	350
ND-42	312
CG13409	177
CG6015	205
CG45099	100
pit	273
Fadd	108
how	322
CG13408	80
CG5778	74
CG5791	128
CG42390	710
SKIP	1365
Gld2	403
CG7084	1257
CG34377	883
CG7080	68
CG13862	92
CG5391	150
CG5388	154
CG5386	37
rdhB	283
Sar1	475
PSR	76
Muted	296
CG7071	844
CG5382	170
CG5380	86
PyK	396
CG7069	350
CG18596	112
CG34149	39
CG43342	89
CG43343	190
CG5379	444
CG7059	616
CG13857	105
CG13856	330
CG13855	96
CG13850	136
lqfR	284
Nop56	112
mats	428
pinta	239
CG13847	483
CG12499	55
CG34288	47
CG34376	317
Rpn7	132
AP-2mu	148
CG7054	290
Pebp1	57
CG5377	175
Nrx-1	1408
Pfdn5	255
CG5376	73
CCT1	108
tHMG1	98
tHMG2	167
Octbeta1R	291
CG5346	479
CG33099	120
CG33093	39
CG5326	319
AdipoR	714
bond	583
sit	168
CG33110	315
CSN6	122
Dph5	105
CG33107	74
CG6937	90
Efa6	526
CG31156	156
CG13843	53
mRRF2	78
CG31161	180
mRpL45	78
loco	1760
wake	2704
Gclm	160
CG17625	55
wfs1	84
Nup133	93
cd	68
Cyp6d4	77
CCAP	605
CG6972	291
CG13842	88
CG4907	39
wge	627
Irp-1A	63
CG4813	145
CG45049	841
Takl2	26
Dcr-1	61
CG6985	167
vret	57
HP1c	97
CG17141	73
CG31139	316
rumi	354
Usp12-46	787
CG7029	1983
CG4725	5
CG4723	20
CG4721	70
CG13841	34
CG43091	20
CG43092	5
CG43093	3
CG43094	15
CG7031	65
CG13840	141
CG4704	990
klg	784
CG6660	119
Tpl94D	103
Gbp3	38
Nha2	623
CG34375	246
CG6688	102
lmd	409
CG13833	56
CG13838	92
CG17121	194
p53	640
CG17119	263
sav	121
Ublcp1	167
CG17111	518
Cow	386
CG17110	1575
CG6726	127
CG17109	43
CG6733	31
CG6738	41
Rassf	393
CenB1A	569
CG31365	80
CG31457	201
hh	385
unk	19
VhaAC39-2	77
CG13829	20
Irk1	2425
CG46310	275
cnc	3232
fzo	73
CG4467	1244
Rad60	253
EloA	464
wda	88
CG13827	143
orb	2013
Cdc16	90
CG6763	772
CG17083	159
bb8	91
pnt	1959
DNApol-epsilon255	63
ATPsynCF6	202
Sec13	388
RpS3	43
CG4408	30
CG42827	143
CG4393	437
CG31515	27
CG17380	45
CG4374	2049
CG43694	146
CG34289	187
Irk2	344
CG10177	140
CG10175	1270
CG10170	44
CG16732	25
CG10168	187
CG10164	716
beat-IV	845
CG10182	25
CG10184	86
CG31145	1239
GILT3	52
GILT2	73
eIF3d1	152
CG18754	98
SPE	31
CG10254	309
CG10252	83
prt	147
CG31468	153
Gba1a	34
CG31413	29
Gba1b	33
CG10300	31
nau	401
CG10232	201
CG10365	861
Rpn9	317
Hmgcr	562
RanBP3	115
Rpt5	138
Hrd3	653
PTPMT1	351
SdhD	106
CG10217	158
Lsd-1	765
CG10214	90
CG10375	302
tst	97
CG10208	95
Nup98-96	457
mbc	575
CG33111	798
CG34355	1117
eIF4G2	869
Pli	483
TfIIA-S	105
tbrd-1	70
sba	387
CG31141	78
Ndc1	145
CG13601	66
CG43999	22
CG43998	637
CG31142	80
Rpt2	232
CG13599	74
RpS19b	69
CG5854	115
Gdh	294
CG12268	266
GluProRS	112
AP-1sigma	145
CG31140	845
CG13603	84
CG5902	645
CG13604	1104
Rab7	374
CG33108	77
LSm3	256
KrT95D	1453
Ime4	40
Miro	1237
spas	915
Rox8	1689
CG5986	542
Atg6	145
CG5991	564
CG6000	104
Hsp68	206
SMC1	114
eIF4EHP	453
Syx1A	1320
CG10694	58
CG18428	202
CG13605	67
Root	771
CG13607	178
GatB	72
Tsc1	268
Sec10	83
Npc2f	158
Kal1	297
Slimp	66
p38c	21
p38a	347
CG6178	264
Myo95E	320
CG6182	63
mRpS24	60
Apc2	208
CG5510	109
CG13606	155
CHORD	121
CG5515	305
jnj	123
CG6204	69
twin	1598
CG17786	259
cav	912
Spps	279
CG13609	101
Spase22-23	78
Acp95EF	17
mask	240
beta-PheRS	126
jar	1238
Orct2	401
Orct	685
CG13611	59
CG6356	774
CG34290	28
CG6364	79
CG5715	29
crb	549
Nab2	163
BRWD3	115
CG5728	95
Dis3	60
CG6432	112
Ms	244
CG5746	317
CG6454	126
Golgin84	62
CG18528	78
CG5762	132
CG33340	136
CG42812	37
CG17782	26
CG17781	181
CG17780	168
CG5768	14
CG13616	34
nAChRalpha1	1480
CG31128	44
nAChRalpha2	521
nAChRbeta2	136
CG13617	317
Pp1alpha-96A	389
CG13622	246
CG13618	179
CG6607	130
CG13623	257
ana1	210
CG5789	359
Esyt2	646
REPTOR	1789
CG13625	80
mld	744
Syx18	89
atl	716
Wsck	209
CG43222	154
puf	357
ash2	724
CG31125	251
CG6695	124
CG31126	40
Ppox	126
slo	1752
CG46316	127
CG13627	506
Rpb10	107
CG13630	83
tok	371
tld	65
asp	192
AstA	275
CG13631	171
CG42331	478
CG5805	414
Ets96B	556
CG13634	346
Ude	163
polybromo	87
lili	362
CG6980	65
CG34150	15
CG5808	55
Saf-B	153
niki	265
RabX4	450
CG31357	105
CG43273	179
sosie	996
Esp	763
CG7006	88
Nct	48
HDAC11	53
CG10899	295
ppk22	90
CG13639	46
CG13640	34
CG7016	50
CG13641	26
Elal	20
CycB3	288
CG3744	664
CG11089	147
CG31381	223
CG31121	685
CG11069	142
CG13643	376
CG10845	107
PIG-S	101
sud1	101
CG11168	313
Mink	99
Trf4-2	355
CG11771	123
Osbp	363
ssh	728
Nmnat	62
tnc	480
beta4GalT7	114
CG11781	85
Hr96	309
Smg6	113
CG6422	555
CG31115	43
bai	76
5PtaseI	102
CG11786	50
CG11790	357
CG11791	1681
CG31109	154
CG31111	80
stac	430
veli	77
PQBP1	87
Stt3B	83
CG11839	38
CG11836	580
shams	246
CG11920	60
fd96Ca	868
fd96Cb	106
CG33096	334
CG33095	1564
CG45095	14
CG13650	277
CG31108	368
CG31510	477
vig2	225
Mocs2	296
CG42503	13
Clbn	297
Bili	788
danr	161
lobo	122
dan	1100
CG13653	33
Cad96Ca	209
CG13654	437
CG13663	50
CG31106	68
CG31103	29
CG11851	113
Cad96Cb	428
CG10420	132
CG11852	99
to	10
CG11854	38
bam	81
RpS27	76
Nup37	212
Nup358	283
CG11857	466
CG10425	98
CG11858	69
GlnRS	47
RIOK2	63
CG11891	1607
CG11889	22
CG11878	11
CG10513	18
CG10514	38
CG11892	142
CG31300	71
CG31104	60
CG13658	11
CG11893	38
CG31098	107
CG31102	293
CG31097	4
CG31288	57
CG13659	20
CG31370	97
CG31436	77
CG10550	218
CG31099	91
CG31087	93
CG10559	12
CG10553	37
CG10560	45
CG10562	79
CHKov1	81
CHKov2	57
CG10669	96
CG11902	143
rha	167
tobi	35
Fur1	858
ND-49L	23
alrm	109
CG31437	16
Muc96D	27
Vps33B	26
CG4553	62
MED28	99
XNP	1159
CG5116	440
CG42488	68
Dhap-at	620
CG5112	98
CG33494	54
CG5107	26
CG5111	89
msi	1816
CG4582	215
ymp	96
Npl4	222
CG5079	200
CG5071	65
Ssadh	219
jigr1	1711
Tnks	499
RASSF8	620
Lgr3	523
CG4730	176
CG5039	94
CG4743	64
CG5028	122
RpL27	107
CLS	454
LpR2	534
LpR1	2693
CG17197	88
CG17198	980
CG17196	31
CG17195	17
CG4956	76
CG4960	76
CG31380	3
CG31093	16
BG642167	22
CG5024	109
CG17770	78
Acam	733
CG14354	79
Mst57Dc	14
Sfp96F	17
Mst57Db	10
Mst57Da	23
alpha4GT2	19
CG14545	100
CG5886	101
CG5890	1024
Tsp96F	346
SppL	852
Lnk	647
CG5913	75
CG5948	58
MCO3	14
CG31091	691
CG31089	54
CG42235	224
CG14546	137
CCAP-R	641
CG14540	197
boss	172
fid	232
Nf1	279
CG43116	104
E(spl)mdelta-HLH	111
E(spl)mgamma-HLH	92
E(spl)mbeta-HLH	130
E(spl)malpha-BFM	70
Kaz-m1	95
E(spl)m2-BFM	108
E(spl)m3-HLH	197
E(spl)m4-BFM	86
E(spl)m5-HLH	83
E(spl)m6-BFM	73
E(spl)m7-HLH	125
E(spl)m8-HLH	84
gro	956
Exo84	28
Vps2	96
Dak1	102
Sld5	56
CG14543	27
PIG-P	337
CG42498	36
RpL34a	58
CG14544	84
CG14551	782
dysf	634
CG31324	2069
CG14556	68
CG6142	120
CG31323	353
CG31086	409
CG6073	90
CG34130	17
CG34129	5
CG12290	457
Ald	958
CG6154	421
CG33970	724
CG6036	27
CG5432	44
CG6503	109
CG34291	48
tx	959
Hex-t1	75
Hex-t2	12
CG5447	131
CG43117	19
Pdf	78
CG14238	104
CG5455	329
plum	692
scrib	653
TwdlM	49
TwdlP	40
TwdlB	47
TwdlL	132
TwdlO	41
TwdlK	17
TwdlJ	38
TwdlN	62
TwdlH	62
TwdlS	26
TwdlD	50
beat-VII	532
Tb	89
TwdlQ	67
amon	436
CG6425	125
CG5484	107
CG6420	504
CG14244	8
CG14246	366
CG14245	34
CG6403	59
CG14247	199
CG42789	174
Tl	648
Lerp	138
IntS12	94
ball	163
His2Av	164
SPARC	146
Rb97D	130
ms(3)K81	104
CG5500	241
ro	66
T48	659
Ets97D	126
CG46339	923
CG14252	46
CG18472	86
CG6330	430
Tsp97E	115
Gr97a	13
CG5521	514
CG46313	122
CG14253	995
CG31075	209
CG31076	66
TwdlC	102
RYa-R	465
CG31077	6
CG6296	12
CG6295	25
CG17192	5
CG17191	24
CG6283	25
CG6277	30
CG6271	21
TwdlT	190
Nep5	808
CG34292	60
spz	861
CG43935	124
CG14257	383
Cpr97Ea	537
Cpr97Eb	139
CG14258	36
CG14259	120
eater	19
CG17189	92
caix	61
gb	551
CG5815	62
CG6066	85
CG5880	138
CG6059	124
CG6051	640
Men-b	228
grass	291
CG5909	177
CG34293	47
spn-D	88
Ser	706
CG42813	90
CG42814	36
CG31064	350
CG31068	74
DNApol-alpha73	111
CG17991	65
CG18766	522
CG5984	174
CG5987	175
TfIIA-L	315
pll	225
woc	485
CG14262	24
CG14260	30
l(3)mbt	787
CG5934	126
CG5938	699
mrt	441
CG3368	62
bigmax	57
Hmu	161
CG3348	139
CG3330	201
CG46335	1673
side	1748
CG44290	39
CG43447	95
CG13978	68
Cyp6a18	32
Gr98a	279
CG43139	40
CG5402	28
CG12885	446
Klp98A	773
CG5646	99
wdb	2186
pins	248
CG5639	351
dsd	356
Tusp	884
CG5612	97
CG5611	21
Mtl	668
tau	1618
RpS10a	76
Mlc1	65
unc80	68
CG5590	162
CG12883	119
Sce	114
CG31055	117
CG12880	224
Acp98AB	12
CG43320	20
ALiX	131
btz	273
CG12428	697
CG12877	110
Ets98B	674
CG34353	1279
CG12426	47
mil	121
CG5003	88
mRpS22	94
CG33213	177
CG12259	95
BCAS2	83
RpL4	96
mino	977
CG31053	18
NSD	104
BOD1	388
mfrn	711
Gp93	151
CG4951	60
CG5527	104
CG42487	70
CG4884	1088
CG31253	39
CG31131	39
CG4849	147
betaTub97EF	229
CG4815	188
trv	1094
CG34354	561
CG43124	29
CG34436	6
CG34437	31
Mst98Ca	121
Mst98Cb	117
UQCR-14L	86
CG12516	38
larp	2980
Gfat2	219
Moca-cyp	1681
beat-VI	754
CG1894	95
Dhc98D	626
CG31051	88
Ppn	383
mIF2	92
fkh	711
Noa36	67
Hrb98DE	229
CG9986	89
CG10011	866
CG9988	12
CG14062	3
CG31050	34
Sid	34
CG9990	1288
htt	90
AstA-R2	757
CG10000	92
CheB98a	24
wdn	252
CG1646	414
CG1523	154
CG1647	117
WASp	579
Apc	318
spg	697
Inx3	199
CG33203	487
CG14529	10
CG14528	25
CG14523	26
CG14527	11
Doa	1550
CG11828	76
DIP-gamma	1380
wat	412
CG14518	1
eIF4E6	123
CG1951	107
Ssl2	109
beta4GalNAcTB	89
Cpsf100	90
Slu7	81
Pkc98E	1151
CG11837	107
CG11841	15
CG11842	21
CG11843	201
Sirt7	217
Cul5	85
CG11873	2267
alpha-Man-Ib	325
CG11876	187
Atg14	77
yem	678
Ctl2	744
dgt6	81
Vha100-1	278
CG14512	47
CG14516	565
CG14511	92
CG11882	118
Pglym78	202
eIF2D	105
Slbp	127
Rpn2	207
CG11897	489
CG11898	150
CG14509	268
CG14515	78
CG11899	67
Mesh1	66
Cyt-c1L	217
eEF1gamma	66
Cisd2	89
Brd8	85
CG14507	48
Usp1	428
CG11951	141
CG31445	246
SP1029	787
stg	872
CG45544	179
CG14506	86
Cnx99A	270
CG45546	19
Ptp99A	1409
CG2321	89
CG2006	77
Spase12	112
CG2310	299
Diedel	27
CG2010	631
Trc8	672
ND-20L	101
Dr	250
CG7567	38
CG31041	24
alph	594
CG1907	466
Dop1R2	903
ppk30	9
Obp99a	59
Bub3	113
Cap-D2	79
CG7582	475
Gycalpha99B	179
Obp99c	378
dmrt99B	216
Obp99d	34
Dup99B	28
Obp99b	60
CG15506	434
CG34296	21
Pcd	66
Naa40	84
CG18731	179
Kul	315
CG7601	94
CIA30	79
CG1969	342
Wdr24	93
IntS11	133
ATPsyngamma	416
yata	572
kay	3379
fig	96
sro	39
CG7837	85
Drice	240
CG7834	44
CG7789	106
ncd	501
ca	524
Vps16B	45
CG7829	36
neo	200
Atg16	427
CG42592	49
Prtl99C	342
Cad99C	288
dgt1	94
CG7824	153
CG15514	140
RpS8	239
Zip99C	898
CG34133	343
CG31038	1803
CG15517	24
CG15515	34
CG31036	187
Capa	89
trp	226
Jon99Ciii	26
Jon99Cii	28
Jon99Ci	15
CG15522	668
alpha-Man-Ic	3
Cog7	29
CG42557	100
CG42558	599
eIF2Balpha	61
Vps13B	196
TkR99D	613
CG7896	529
Acph-1	253
CG7903	73
Sas-6	10
CG15525	102
CG11504	447
CG34298	47
Tace	53
Nph	258
Nlp	249
CG7912	160
CG7920	289
Mgat2	645
RpS28a	50
Axn	1672
ZIPIC	69
ocn	85
janB	90
janA	111
Sry-alpha	1490
Sry-beta	94
Sry-delta	138
RpL32	307
CG7943	620
CG15528	174
CG7946	285
spn-A	332
CG15526	179
CG34317	144
CG7950	519
sima	1824
CG45072	185
Ppi1	1015
CG31029	182
Tpi	329
AdoR	783
CG15529	122
CG11498	843
CG31030	58
CG31028	140
Mlc2	65
CG1983	86
CG15530	100
Bet5	124
CG9747	511
CG15531	60
CG9743	193
RpS7	363
Anp	37
CecA1	74
CecA2	82
CecB	72
CecC	93
CG43448	14
CG9737	112
CG9733	82
CG34299	10
CG9682	179
CG18404	10
hdc	1214
CG34300	163
Fer1HCH	1393
Fer2LCH	615
CG2217	386
CG42740	3739
CG15535	97
mRpS18C	38
CG15536	25
CG2218	436
CG15533	22
CG15537	358
Osi23	12
aralar1	637
CG2224	259
CDase	661
PH4alphaEFB	335
spdo	129
Jon99Fii	25
Jon99Fi	25
PH4alphaSG2	66
PH4alphaMP	65
PH4alphaNE1	104
CG31371	146
PH4alphaSG1	31
CG15539	421
CG34041	26
PH4alphaNE2	4
CG31524	9
CG9698	47
jdp	100
tmod	2164
CG34155	412
CG9702	232
Rpt6R	174
CG9717	234
CG2246	945
CG31021	79
PH4alphaNE3	7
CG31016	6
CG44954	377
CG2267	197
CG31013	47
PH4alphaPV	55
CG34432	16
CG34433	7
Spn100A	21
CG12069	117
Pka-C2	170
CG31010	215
eIF4H2	223
CG11313	19
CG15543	64
Npc2g	30
Npc2h	30
zfh1	700
wts	1135
dj-1beta	81
cindr	1430
CG15544	839
tll	232
Cpr100A	151
CG15545	71
CG15546	52
CG12071	280
CG15547	104
Sap-r	398
Cyp4c3	133
CG33483	38
Ptx1	1081
CG15549	49
CG15550	4
CG15548	107
Ctr1C	60
5-HT7	1143
CG31008	90
CG31007	40
CG33773	43
CanA1	765
Alp4	618
Chchd3	121
dco	1016
Sox100B	186
CG11317	252
CG15553	95
CG11318	112
Prosalpha3T	34
CG15554	88
CG15556	316
Gycbeta100B	376
stops	674
mesh	101
bnk	23
CG1544	96
chp	467
Zwilch	87
CG1542	86
CG15561	61
ATPsynC	658
CG12054	1369
CG15563	42
CG15564	81
qless	714
mRpL32	47
CG1750	46
spn-F	116
CG3669	187
CG18672	160
CG18673	90
pHCl-2	302
CG34347	851
gskt	135
CG1607	363
CG31204	75
CG31002	50
Gcn2	331
PNPase	317
Gprk2	1138
lox	148
CG11334	447
CG11333	49
mey	386
nyo	617
gammaCOP	303
pygo	1002
rod	72
CG1635	80
CG1638	37
CG1774	317
RpL6	46
CycG	1811
Med	635
CG11539	106
CG1792	99
pasha	584
kek6	1068
CG1815	355
CG11550	83
ttk	1082
CstF50	83
CG11563	107
eEF1alpha2	230
CG1890	139
CG1896	37
awd	164
nero	83
CG1910	604
salt	87
CG2187	630
Smvt	108
CG2150	107
betaGlu	90
sip3	335
CG2126	100
faf	893
CG2118	470
Acf	387
CG42233	172
CG1971	336
CG11576	445
FeCH	577
RhoGAP100F	2220
heph	4800
CG2003	520
CG2053	153
krz	154
mod	448
Map205	445
mthl8	1704
CG43149	82
Lsp1gamma	85
CG13405	122
CG12483	46
Pdk1	2240
CG6845	1203
Dic61B	458
p130CAS	1018
CG7049	25
Vdup1	738
CG13875	464
Mkp	1161
CG34140	60
Mtch	238
rno	728
mri	298
Gk1	234
NitFhit	77
CG13876	58
CG7028	149
Dis3l2	136
Kaz1-ORFB	686
pyx	706
CG13877	112
CG33229	402
CG42846	15
CG34454	48
E(bx)	637
mthl14	148
DIP2	329
wac	296
Tudor-SN	170
mRpL17	73
miple1	222
miple2	524
CG32845	21
ttm2	183
RhoGEF3	1157
fwd	1449
ddbt	124
CG32344	65
Atac3	351
Ptpmeg	1201
mthl9	373
mthl10	1248
mth	600
Cdc5	255
Roc1b	50
CG1233	803
CG13884	115
trh	1211
CG13891	200
klar	4330
CG34267	78
CG34268	60
CG34269	82
CG17180	190
Cypl	79
Hipk	743
Ppm1	174
Kah	336
MED14	180
CG13893	584
Reg-2	69
CG43337	152
Gale	498
CG3402	117
MED30	79
Rev1	79
CG17129	512
CG3386	491
ebd1	402
CG3344	90
RabX6	103
Vti1a	141
CG13894	406
CG13895	237
CkIIalpha-i3	324
CG13896	276
hng3	303
emc	264
CG13898	78
Sf3b3	161
CG42553	84
CG42554	164
CG13901	200
CG13887	260
CG13902	46
Gr61a	267
cep290	440
CG13890	96
dpr20	578
CG12502	421
Usp10	1307
CG13907	1110
CG34056	164
CG34057	103
nerfin-1	186
Glut1	1534
CG12038	78
trio	1274
CG9205	378
bab1	453
bab2	406
CG13912	217
Trh	83
LysX	7
Aplip1	226
mwh	1321
CG32335	70
CG9119	156
LysB	23
LysD	19
LysE	125
LysP	14
LysS	25
CG33965	22
CG33966	43
CG9194	241
CG9192	84
Klp61F	270
CG32318	290
Psf1	3
Sac1	335
CG9129	181
CG9130	155
CG9133	2073
tfc	1106
CG32333	425
Rabex-5	113
scf	305
Rac1	337
CG9149	107
CG2277	251
Ctr9	298
CG9186	415
Sherpa	314
Myo61F	605
CG9184	24
ND-ACP	109
msd1	38
msd5	33
CG2211	770
l(3)02640	352
CG2199	321
Ptp61F	2828
312	70
ru	320
CG32320	18
CG9168	138
FucTD	231
CG9173	109
SA-2	229
rho	341
Naa30B	55
stet	357
robl62A	102
CG12084	382
hfp	2858
Psa	1093
cue	265
Iml1	126
CG12091	274
pns	390
CG32313	49
Pcyt1	798
Pcyt2	404
CG12099	602
Pex10	509
CG7879	476
CG12003	161
CG12004	447
CG13917	1988
CG12104	125
CG33791	1760
CG18170	77
CG12105	226
CG13926	56
CG33230	274
ABCB7	87
GC	332
CG13928	428
nSyb	625
metl	163
Bgb	284
alphaCOP	242
CG13919	75
CG17249	64
Bro	36
CG13920	441
Vta1	101
CG7970	200
CG7971	425
CG7974	113
RpL23A	28
RabX5	24
CG13930	22
CG7991	2012
CG12011	25
CG13931	105
drpr	716
CG18171	128
CG12035	171
Oseg4	178
PIG-Wb	307
Gk2	704
CG13921	1888
Cht2	1278
CG8001	268
Dhc62B	108
CG13933	356
CG12018	48
CG2021	81
mRpL46	77
alpha-Spec	276
dlt	215
Cdc37	308
CG12020	60
Patj	318
JTBR	163
CG42676	103
GV1	185
Cpr62Ba	270
Cpr62Bb	206
Cpr62Bc	80
CNMa	885
CG12024	80
Rap1	915
HBS1	195
CG12025	327
dre4	134
CG13937	567
Aprt	234
Tmhs	457
dsb	444
Dbx	108
CG5687	764
Mfap1	108
mu2	26
Cnb	234
mv	453
SCOT	858
CG1927	479
CG11815	70
CG1139	179
CG42841	105
CG42355	183
sls	381
zormin	283
CG15822	305
CG15879	139
CG5704	125
CG15820	190
CG13810	52
CG5707	445
CG8960	549
CG15878	115
CG9018	125
ACXD	526
CG32301	290
CG1275	718
CG2034	246
oxt	259
CG13807	54
ecd	82
CG13806	108
obst-I	12
CG32302	15
yellow-g	78
yellow-g2	48
MsR2	553
MsR1	425
CG13801	9
CG1317	277
CG8993	83
mRpL23	181
CG9004	68
CG15877	124
Svil	6776
CG42787	71
CG32298	54
CG32299	711
CG16762	20
Cyp4d20	140
CG1146	866
CG16758	651
Spn	739
CG32295	46
msn	549
RpL8	235
dos	1725
CG16984	89
CG12182	601
CG16985	60
CG16986	163
Pxn	437
CG42245	97
MEP-1	1292
CG14949	78
CG1143	73
CG1246	433
ProRS-m	102
CG42304	1270
Snup	46
Fife	984
CG33233	70
CG33234	50
Mrtf	1837
Acp62F	23
Non2	195
AhcyL1	536
CG12093	105
Atg2	281
mRpS35	114
pgant6	464
Tet	3074
spz5	382
Shab	849
CG9970	66
CG32846	231
CG34025	46
Or63a	210
CPT2	101
CG2113	78
FMRFaR	1103
CG32488	21
CG32487	41
aly	97
CG2162	707
Jafrac2	322
scramb2	61
Sk2	103
CG32485	216
CG1271	687
CG16753	77
CG32486	300
CG11486	1503
Cht7	282
CG45066	108
CG45067	24
prominin-like	699
CG11537	1585
CG1291	184
Usp5	217
BtbVII	483
ND-30	106
CG15812	185
rasp	19
Asciz	712
CG32280	560
CG32278	79
CG32281	127
CG14963	4
CG14964	301
Girdin	423
CG42494	408
CG32284	7
CG14957	16
CG42525	15
CG14958	16
CG14965	61
Hsp83	399
CG14966	111
CG32276	212
gry	275
CG32271	102
CG32269	964
CG32270	46
CG14967	116
CG12034	148
RpL28	673
eIF1	158
CG11505	936
CG17746	378
CG12078	148
CG43389	542
ckd	817
CG34265	34
CG14960	241
CG12017	323
CG12009	600
CG14968	495
ZnT63C	906
Drsl2	26
Drsl3	38
Drsl4	17
Drsl5	54
PIG-C	40
CG12016	601
CG42456	242
Strip	572
PHGPx	383
CG14961	79
CG14969	362
Drsl6	56
kst	1086
Drs	63
YT521-B	153
CG12010	39
CG12012	298
Ids	17
sty	1865
eIF5B	657
armi	608
CycJ	111
CG14971	251
CG32267	72
CG42324	589
CG43074	33
ImpE2	79
Eip63E	1973
CG10359	133
CG10357	12
CG14974	67
dar1	730
CG10862	76
CG43098	64
CG43089	53
CG32264	4936
ppk27	112
CG32266	40
ntc	500
IntS10	102
CG32262	99
CG32263	144
PIG-B	224
Scsalpha	108
Acp63F	9
enc	564
Rdh	75
Awh	536
Fie	272
CG14977	37
Ccz1	58
Ubi-p63E	637
Sc2	49
ida	13
mge	421
Eip63F-1	991
CG10866	246
CG12766	41
CG10863	33
CG14982	833
CG10853	43
CG14983	13
CG14984	202
CG12605	1309
CG43915	152
scrt	1168
CG14985	125
FoxL1	216
Mul1	78
CG11594	881
Gr64c	1491
Gr64b	79
Gr64d	232
Gr64e	1441
CG11593	382
Rcd5	100
CG1136	396
Dpy-30L2	125
CG18869	152
dib	48
wit	413
CG32259	233
Faa	114
Gad1	863
CG14989	192
CG14990	32
CG14995	1669
Fit1	696
Ack	801
Chd64	194
ens	48
RfC4	55
Rop	182
Ras64B	103
Akh	119
CG32260	94
CG1299	233
nab	283
mas	184
Ero1L	248
CG18675	69
Teh4	627
Teh2	1423
VhaM9.7-c	97
tipE	1192
CG43367	1094
CG15005	222
Cpr64Aa	86
Cpr64Ab	68
Cpr64Ac	42
Cpr64Ad	71
ImpL2	1029
CG14997	190
pav	144
ago	403
CG1265	39
CG15011	25
CG1309	113
CG11586	104
VhaM9.7-a	59
CG1273	281
Ctl1	172
CG11583	88
CG1316	113
TfIIEbeta	313
Hexo1	248
CG15012	93
Fdx2	142
dyl	785
Claspin	152
PMP34	296
CG15014	62
Cip4	214
mRpS6	151
CG33514	62
CG11342	44
DopEcR	1810
CG32240	143
slow	487
Syx17	340
CG15019	89
DOR	1161
CG15020	672
nAChRbeta1	240
CG15021	168
CG12607	102
CG11345	51
CG15022	70
CG15023	185
CG15024	100
CG32241	6
CG32249	6
CG32248	16
CG11349	9
CG7465	48
CG11350	35
CG13722	226
CG13721	119
CG13720	62
NT1	532
Tie	996
CG11353	578
CG32243	76
CG11357	972
CG42540	1119
Src64B	1344
CG32246	46
HDAC1	206
axo	634
CG32238	396
CG32236	149
CG34266	19
CG7514	73
CG18418	81
RhoGEF64C	1021
CG15876	106
CG13713	78
